Designation/Identification,Obstacle Type,Obstacle Position,Elevation AMSL,Height AGL,Obstacle Lighting,Revision Date,Remarks,Southern,Northern,Scotland,Sheet 1,Sheet 2,Sheet 3,Sheet 4,Sheet 5,Sheet 6,Sheet 7,Sheet 8,London Heli,Orkneys Inset,Shetland Inset
UK18582039F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530654.02N
0010837.91E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582040F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530711.50N
0010857.13E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582041F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530847.42N
0010825.25E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582043F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530702.83N
0010933.40E",427 FT,427 FT,Unknown,11/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582044F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530931.04N
0010827.43E",427 FT,427 FT,Yes,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582045F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530904.90N
0010844.49E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582046F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530812.61N
0010918.57E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582048F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530922.39N
0010903.73E",427 FT,427 FT,Yes,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582049F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530856.24N
0010920.78E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582050F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530830.09N
0010937.81E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582051F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530803.94N
0010954.84E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582052F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530821.42N
0011014.09E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18582087F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535050.50N
0003600.42W",752 FT,328 FT,Unknown,25/9/2015,SANCTON HILL W/F3OF5 L11,,Yes,,,,,,,Yes,,,,,
UK18582085F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535103.42N
0003615.04W",723 FT,328 FT,Unknown,25/9/2015,SANCTON HILL W/F1OF5 L11,,Yes,,,,,,,Yes,,,,,
UK18582086F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535055.82N
0003609.98W",727 FT,328 FT,Unknown,25/9/2015,SANCTON HILL W/F2OF5 L11,,Yes,,,,,,,Yes,,,,,
UK18582088F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535037.64N
0003600.13W",731 FT,328 FT,Unknown,25/9/2015,SANCTON HILL W/F4OF5 L11,,Yes,,,,,,,Yes,,,,,
UK18582089F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535056.67N
0003632.94W",698 FT,328 FT,Unknown,25/9/2015,SANCTON HILL W/F5OF5 L11,,Yes,,,,,,,Yes,,,,,
UK18592085F,"POWERLINE PYLON, TYPE A
Single","532931.76N
0020241.63W",742 FT,345 FT,Unknown,4/5/2012,NATIONAL GRID PYLON,,Yes,,,,,,Yes,Yes,,,,,
UK18592083F,"POWERLINE PYLON, TYPE A
Single","534007.33N
0015059.63W",946 FT,354 FT,Unknown,4/5/2012,NATIONAL GRID PYLON,,Yes,,,,,,Yes,Yes,,,,,
UK18592080F,"POWERLINE PYLON, TYPE A
Single","532926.52N
0020238.54W",766 FT,392 FT,Unknown,4/5/2012,NATIONAL GRID PYLON,,Yes,,,,,,Yes,Yes,,,,,
UK18612939F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522449.21N
0014214.87E",453 FT,413 FT,Unknown,2/3/2020,,Yes,,,,,,,,Yes,,Yes,,,
UK18609291F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","525442.94N
0012515.91W",570 FT,427 FT,Unknown,5/3/2020,DERBY SEW. TR. WRKS T1/2,Yes,Yes,,,,,,Yes,Yes,,,,,
UK18609292F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","525432.54N
0012501.69W",565 FT,427 FT,Unknown,5/3/2020,DERBY SEW. TR. WRKS T2/2,Yes,Yes,,,,,,Yes,Yes,,,,,
UK18614457F,"BRIDGE, GENERAL
Single","532116.62N
0024258.62W",378 FT,378 FT,Yes,1/7/2021,,Yes,Yes,,,,,,Yes,Yes,,,,,
UK18614459F,"BRIDGE, GENERAL
Single","532103.63N
0024233.39W",428 FT,428 FT,Yes,1/7/2021,,Yes,Yes,,,,,,Yes,Yes,,,,,
UK18603215F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520916.06N
0001822.86E",695 FT,394 FT,No,8/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603216F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520914.96N
0001802.03E",729 FT,394 FT,No,8/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603217F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520904.08N
0001812.22E",719 FT,394 FT,No,8/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603218F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520854.83N
0001820.82E",716 FT,394 FT,No,8/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603211F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520945.74N
0001736.27E",597 FT,392 FT,No,3/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603212F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520945.19N
0001757.33E",659 FT,391 FT,No,3/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603213F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520935.44N
0001805.99E",661 FT,394 FT,Unknown,16/3/2020,WADLOW W/FARM 4 OF 13,Yes,,,,,,,,Yes,,Yes,,,
UK18603221F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520924.42N
0001749.87E",652 FT,394 FT,No,3/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18603222F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520933.24N
0001741.11E",582 FT,392 FT,No,3/10/2019,,Yes,,,,,,,,Yes,,Yes,,,
UK18609185F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532924.76N
0033522.77W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18609186F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532926.65N
0033316.56W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18609187F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532905.58N
0033620.72W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18609188F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532905.82N
0033541.77W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18603233F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530742.74N
0002924.18E",469 FT,469 FT,Yes,10/1/2023,,Yes,Yes,,,,,,,Yes,,,,,
UK18603235F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","531227.07N
0003100.95E",469 FT,469 FT,Yes,10/1/2023,,Yes,Yes,,,,,,,Yes,,,,,
UK18603236F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530905.29N
0003102.86E",469 FT,469 FT,Yes,10/1/2023,,Yes,Yes,,,,,,,Yes,,,,,
UK18603232F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","531056.38N
0002924.02E",469 FT,469 FT,Yes,10/1/2023,,Yes,Yes,,,,,,,Yes,,,,,
UK18603009F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522542.44N
0010931.93W",896 FT,410 FT,Unknown,3/4/2019,SWINFORD W/F 4 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603010F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522530.89N
0010923.99W",886 FT,410 FT,Unknown,4/3/2020,SWINFORD W/F 5 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603012F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522545.75N
0010910.37W",873 FT,410 FT,Unknown,4/3/2020,SWINFORD W/F 7 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603016F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522546.51N
0010823.82W",863 FT,410 FT,Unknown,4/3/2020,SWINFORD W/F 11 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603006F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522536.92N
0010956.13W",892 FT,410 FT,Unknown,4/3/2020,SWINFORD W/F 1 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603007F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522524.78N
0010950.21W",869 FT,410 FT,Unknown,26/7/2016,SWINFORD W/F 2 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603013F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522554.70N
0010846.37W",889 FT,410 FT,Unknown,4/3/2020,SWINFORD W/F 8 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603014F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","522542.20N
0010845.75W",853 FT,410 FT,Unknown,4/3/2020,SWINFORD W/F 9 OF 11 L6,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18603203F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530737.48N
0010708.33E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603197F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530636.69N
0010950.42E",427 FT,427 FT,Yes,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603199F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530812.75N
0011050.36E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603200F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530628.14N
0011158.40E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603193F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530754.96N
0010727.56E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603195F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530702.68N
0010801.65E",427 FT,427 FT,Yes,11/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603196F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530737.64N
0010840.10E",427 FT,427 FT,Unknown,10/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603201F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","530804.07N
0011126.63E",427 FT,427 FT,Yes,11/1/2023,,Yes,,,,,,,,Yes,,,,,
UK18603023F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535305.99N
0002151.37W",335 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 6OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603025F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535249.93N
0002143.29W",338 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 8OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603026F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535241.79N
0002139.39W",338 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 9OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603028F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535244.49N
0002114.75W",341 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 11OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603029F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535236.27N
0002110.20W",344 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 12OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603018F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535307.19N
0002219.64W",338 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 1OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603019F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535259.07N
0002215.25W",338 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 2OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603021F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535242.77N
0002206.57W",338 FT,328 FT,Unknown,5/1/2016,HALL FARM W/F 4OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18603022F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","535313.77N
0002154.57W",335 FT,328 FT,Unknown,3/4/2019,HALL FARM W/F 5OF12 L11,,Yes,,,,,,,Yes,,,,,
UK18608738F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532746.60N
0033137.60W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608739F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532746.81N
0033058.67W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608740F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532747.03N
0033019.74W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608741F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532747.23N
0032940.80W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608742F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532523.64N
0033754.10W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608743F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532523.89N
0033715.21W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608744F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532524.38N
0033557.42W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK28602786F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535118.69N
0012804.04E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602787F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535201.23N
0013048.83E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602788F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535145.99N
0012947.17E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602789F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535154.99N
0012723.56E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602790F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535209.88N
0013204.40E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602791F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535252.59N
0013238.77E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602792F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535257.76N
0012945.85E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602793F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535233.66N
0012732.07E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602794F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535327.44N
0013321.92E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602795F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535305.92N
0013101.99E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602796F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535320.80N
0012801.46E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK28602797F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","535408.25N
0013354.55E",670 FT,670 FT,Unknown,24/11/2021,OFFSHORE WIND TURBINE,,,,,,,,,,,,,,
UK0171F248F,"RADIO/TV TOWER, TYPE I
Single","523429.00N
0011954.00E",548 FT,328 FT,Yes,18/1/2022,MAST,Yes,,,,,,,,Yes,,Yes,,,
UK29282823F,"ROTATING CRANE, INDUSTRIAL
Single","532816.00N
0021441.00W",535 FT,427 FT,Yes,10/6/2022,,,Yes,,,,,,Yes,Yes,,,,,
UK18603295F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","520349.83N
0003145.93W",532 FT,394 FT,Unknown,26/7/2016,MARSTON VALE W/T BEDS.,Yes,,,,,,,,Yes,,Yes,,,
UK28975876F,"ROTATING CRANE, INDUSTRIAL
Single","532845.00N
0021322.00W",596 FT,445 FT,Yes,5/5/2022,CRANE,,Yes,,,,,,Yes,Yes,,,,,
UK28975882F,"ROTATING CRANE, INDUSTRIAL
Single","522901.00N
0015506.00W",847 FT,404 FT,Yes,5/5/2022,CRANE,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18608679F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532746.16N
0033255.46W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608678F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532745.93N
0033334.39W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608680F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532725.70N
0033353.52W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608681F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532725.93N
0033314.60W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608682F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532705.47N
0033412.65W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608683F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532705.92N
0033254.81W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608684F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532706.14N
0033215.89W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608685F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532706.36N
0033136.97W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608686F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532706.57N
0033058.05W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608687F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532706.78N
0033019.13W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608688F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532706.99N
0032940.21W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608689F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532645.46N
0033352.86W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608690F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532645.69N
0033313.95W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK28182251F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","530611.81N
0032845.25W",1920 FT,476 FT,Unknown,1/5/2019,CLOCAENOG FRST. W/F4/27,Yes,Yes,,,,,,Yes,,,,,,
UK18608691F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532645.91N
0033235.03W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608692F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532646.13N
0033156.11W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608693F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532646.35N
0033117.20W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608694F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532646.56N
0033038.28W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608695F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532647.28N
0032959.57W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608696F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532625.68N
0033254.16W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18608697F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532625.23N
0033411.98W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK28808630F,"ROTATING CRANE, INDUSTRIAL
Single","522820.00N
0015334.00W",873 FT,529 FT,Yes,22/4/2022,crane,Yes,,,,,,,Yes,Yes,,Yes,,,
UK28808632F,"ROTATING CRANE, INDUSTRIAL
Single","522819.00N
0015336.00W",697 FT,349 FT,Yes,22/4/2022,crane,Yes,,,,,,,Yes,Yes,,Yes,,,
UK18610456F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532844.84N
0033757.74W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18614712F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","533005.36N
0032221.76W",610 FT,610 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18614713F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532947.09N
0032148.39W",610 FT,610 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18614714F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","533005.62N
0032111.23W",610 FT,610 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18614715F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","533005.79N
0032016.25W",610 FT,610 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18610457F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532845.09N
0033718.79W",427 FT,427 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18610458F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532806.39N
0033236.32W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18610459F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532743.84N
0033933.97W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK18610460F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532744.10N
0033855.04W",427 FT,427 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK0171F390F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532458.45N
0032523.63W",331 FT,331 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK0171F391F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532449.51N
0032817.29W",331 FT,331 FT,Yes,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK0171F392F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532454.53N
0032734.79W",331 FT,331 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK0171F393F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532459.56N
0032652.30W",331 FT,331 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
UK0171F394F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","532504.57N
0032609.77W",331 FT,331 FT,Unknown,10/1/2023,,,Yes,,,,,,Yes,,,,,,
